SKELID	TILUDRONATE
NOVOLIN R	INSULIN REGULAR
ATRETOL	CARBAMAZEPINE
NOVOLIN N	INSULIN, ISOPHANE
IXEMPRA	IXABEPILONE
ORIGEN PREDNISONE	PREDNISONE
FENYLO-IZOPROPYLAMINYL	AMPHETAMINE
TRANSDERMA H	HYDROCORTISONE
MOEXIPRILUM [INN-LATIN]	MOEXIPRIL
KLINOMYCIN	MINOCYCLINE
TAMONE	TAMOXIFEN
SUNITINIB	SUNITINIB
BETADRENOL	BUPRANOLOL
ZEMPLAR	PARICALCITOL
METISERGIDO [INN-SPANISH]	METHYSERGIDE
GRATUS STROPHANTHIN	OUABAIN
CHLOROCID	CHLORAMPHENICOL
CLEITON	HYDROCORTISONE
ADVANCED PAIN RELIEF CORN REMOVERS	SALICYCLIC ACID
FLUORESCITE	FLUORESCEIN
HYDROCODONUM [INN-LATIN]	HYDROCODONE
AK-DILATE	PHENYLEPHRINE
PROTIURAL	PROPYLTHIOURACIL
MONOPRIL	FOSINOPRIL
MONOPRIM	TRIMETHOPRIM
FOLBAL	FOLIC ACID
MAZINDOL	MAZINDOL
PREDNISON	PREDNISONE
DEXA-CORTIDELT	DEXAMETHASONE
LIPOCLAR	FENOFIBRATE
SINEQUAN	DOXEPIN
MALATION	MALATHION
FOMEPIZOL [INN-SPANISH]	FOMEPIZOLE
SADOPHOS	MALATHION
DOLISAL	DIFLUNISAL
HIPOLIP	LOVASTATIN
AK-PENTOLATE	CYCLOPENTOLATE
PFLANZOL	LINDANE
ROPIVACAINE	ROPIVACAINE
CARBADOX	BALSALAZIDE
NOXODYN	THALIDOMIDE
BENZOIC ACID, PHENYLMETHYL ESTER	BENZYL BENZOATE
CRONOFORMIN	PHENFORMIN
DIMATE	DIMENHYDRINATE
SERNAS	HALOPERIDOL
PYRAZINAMIDE	PYRAZINAMIDE
UROLIT	ALLOPURINOL
THERMAZENE	SILVER SULFADIAZINE
COUMAPHENE	WARFARIN
CYSTEIN	L-CYSTEINE
TRILUDAN	TERFENADINE
TOBI	TOBRAMYCIN
CALCIUM GLUCOHEPTONATE	CALCIUM GLUCEPTATE
PROREX	PROMETHAZINE
PREDNIZON	PREDNISONE
MEXILETINE HCL	MEXILETINE
BETAMETHASONE SODIUM PHOSPHATE	BETAMETHASONE
HUMORUP	CITALOPRAM
KHLODITHAN	MITOTANE
TROPINIUM METHOBROMIDE MANDELATE	HOMATROPINE METHYLBROMIDE
COUMARINS	WARFARIN
SINOPRIL	LISINOPRIL
MTB 51	METHANTHELINE
QUASAR	VERAPAMIL
ETHAMBUTOL, RACEMIC MIXTURE	ETHAMBUTOL
H2 BLOC	FAMOTIDINE
DEBRISOQUIN SULFATE	DEBRISOQUIN
CALMOREX	THALIDOMIDE
FANOBEL	FAMOTIDINE
CHLODITHAN	MITOTANE
P-AMINOBENZENESULFAMIDE	SULFANILAMIDE
SYNTHETIC GONADOLIBERIN	GONADORELIN
AMIPRAMIDIN	AMILORIDE
PROPASA	AMINOSALICYLIC ACID
BISOPROLOL	BISOPROLOL
NEFAZODONE HCL	NEFAZODONE
HYDOL	FUROSEMIDE
SYBRYX	TOBRAMYCIN
ENDUXAN	CYCLOPHOSPHAMIDE
ISOPTO-ATROPINE	ATROPINE
HISTADYL	METHAPYRILENE
REMERGON	MIRTAZAPINE
CELESTONE SYRUP AND TABLETS	BETAMETHASONE
THIOCTIC ACID	LIPOIC ACID
POLYMOX	AMOXICILLIN
CASWELL NO. 426	ETHANOL
LOFTAN	SALBUTAMOL
INSUMIN	FLURAZEPAM
TRIFLUOPERAZINE HYDROCHLORIDE	TRIFLUOPERAZINE
DALACIN C	CLINDAMYCIN
NISOLDIPINO [INN-SPANISH]	NISOLDIPINE
AVIRAX	ACYCLOVIR
GV-ELEVEN	GENTIAN VIOLET
PIPAZETATE	PIPAZETHATE
APURIN	ALLOPURINOL
SCATRON D	DANTRON
PSEUDONOREPHEDRINE	CATHINE
METAXAN	METHANTHELINE
GENESA	ARBUTAMINE
FENSUXIMIDA [INN-SPANISH]	PHENSUXIMIDE
FLUOROPHENAZINE	FLUPHENAZINE
NOVO-DOXYLIN	DOXYCYCLINE
CLARATYNE	LORATADINE
GADOXETATE	GADOXETATE
NIKOTYNA	NICOTINE
HISTAMEN	ASTEMIZOLE
OBRACIN	TOBRAMYCIN
RIFAPENTINE	RIFAPENTINE
2	CALCITRIOL
EPICORDIN	ISOSORBIDE MONONITRATE
LOPILEXIN	CEPHALEXIN
DYNAPRIN	IMIPRAMINE
FENOBOLIN	NANDROLONE PHENPROPIONATE
MECTIZAN	IVERMECTIN
IPRATROPIUM	IPRATROPIUM BROMIDE
TETREX	TETRACYCLINE
COMPRAZ	LANSOPRAZOLE
ASPARAGINSAEURE [GERMAN]	L-ASPARTIC ACID
ACETAZOLAMID	ACETAZOLAMIDE
HEXAHYDROPYRAZINE	PIPERAZINE
TUBOCURARIN	TUBOCURARINE
KLARON	SULFACETAMIDE
TERLIPRESSINA [INN-SPANISH]	TERLIPRESSIN
GOMBARDOL	SULFANILAMIDE
FAGASTINE	FAMOTIDINE
SOMOPHYLLIN CRT	THEOPHYLLINE
RESTRYL	METHAPYRILENE
FUROMIDE M.D.	FUROSEMIDE
FLUVOXAMINA [INN-SPANISH]	FLUVOXAMINE
DEMEROL	MEPERIDINE
D-CON	WARFARIN
TRANRILAX	CHLORMEZANONE
KHLORIDIN	PYRIMETHAMINE
SELEGILINA [INN-SPANISH]	SELEGILINE
5-AMINOLEVULINIC ACID METHYL ESTER	METHYL AMINOLEVULINATE
PILOCARPINE CHLORIDE	PILOCARPINE
DEPINAR	CYANOCOBALAMIN
DEHACE	DIHYDROCODEINE
ALBEXAN	SULFANILAMIDE
NIZATIDINE	NIZATIDINE
ACIDUM NICOTINICUM	NIACIN
N-METHYLPHENOBARBITAL	METHYLPHENOBARBITAL
MESCOPIL	METHYLSCOPOLAMINE
MONONITROGEN MONOXIDE	NITRIC OXIDE
MIOWAS G	GALLAMINE TRIETHIODIDE
ACETILSALICILICO	ACETYLSALICYLIC ACID
BRILLIANT VIOLET 5B	GENTIAN VIOLET
GLYCOCOLL	GLYCINE
KM POTASSIUM CHLORIDE	POTASSIUM CHLORIDE
L-PHENYLEPHEDRINE	PHENYLEPHRINE
BISMUTHI SUBSALICYLAS	BISMUTH SUBSALICYLATE
SOTRET	TRETINOIN
LIMPIDEX	LANSOPRAZOLE
TOCAINIDE	TOCAINIDE
GEROVITAL H-3	PROCAINE
TRIFARON	PERPHENAZINE
LOCOID LIPOCREAM	HYDROCORTISONE
CHLOROSULTHIADIL	HYDROCHLOROTHIAZIDE
TOKOKIN	ESTRONE
APO-TIMOL	TIMOLOL
APO-TIMOP	TIMOLOL
BEZITRAMIDE	BEZITRAMIDE
ANOREXIDE	AMPHETAMINE
EPILAN	PHENYTOIN
DIAZEPAM	DIAZEPAM
CYCLOBENZAPRINE HCL	CYCLOBENZAPRINE
ROBITUSSIN PEDIATRIC	DEXTROMETHORPHAN
INCAFOLIC	FOLIC ACID
FLUVOXAMINE-CR	FLUVOXAMINE
PHENERGAN FORTIS	PROMETHAZINE
ALPHA-METHYLBENZENEETHANEAMINE	AMPHETAMINE
OPHTHO-CHLORAM OPHTHALMIC SOLUTION	CHLORAMPHENICOL
ESTRONE SULFATE	CONJUGATED ESTROGENS
ROTIGOTINE	ROTIGOTINE
SALURETIN	CHLORTHALIDONE
ULFAMID	FAMOTIDINE
BLEOMYCINE [INN-FRENCH]	BLEOMYCIN
AMIDON	METHADONE
ETHAMINAL	PENTOBARBITAL
DIPIRARTRIL-TROPICO	DIMETHYL SULFOXIDE
SCHERICUR	HYDROCORTISONE
(ALPHA,ALPHA)-DIMETHYLPHENETHYLAMINE	PHENTERMINE
AMINOADAMANTANE	AMANTADINE
CHLOROPTIC-P S.O.P.	CHLORAMPHENICOL
EN 1530 BASE	NALOXONE
ALLEGRA-D 24 HOUR	FEXOFENADINE
ISTUBOL	TAMOXIFEN
METHYLDOPA	METHYLDOPA
LUTAVIT H2	BIOTIN
VITABEE 12	CYANOCOBALAMIN
MYDRIACYL	TROPICAMIDE
NICERGOLIN [GERMAN]	NICERGOLINE
BITHIONOL SULFIDE	BITHIONOL
POSICOR	MIBEFRADIL
BETAZOL [INN-SPANISH]	BETAZOLE
ROPIVACAINA [INN-SPANISH]	ROPIVACAINE
MEUSICORT	HYDROCORTISONE
ARTANE SEQUELS	TRIHEXYPHENIDYL
CODECARBOXYLASE	PYRIDOXAL PHOSPHATE
HIBISTAT	CHLORHEXIDINE
ESTROBENE	DIETHYLSTILBESTROL
KOLPON	ESTRONE
PRIMACIONE	PRIMIDONE
MECLOZINE	MECLIZINE
DEL-VI-A	VITAMIN A
CARBOXYBENZYLPENICILLIN ACID	CARBENICILLIN
PHENOLISATIN	OXYPHENISATIN
HEPARIN CY 216	HEPARIN
ATENOL STADA	ATENOLOL
CHOLINE CHLORIDE CARBAMATE	CARBACHOL
ALIN	VITAMIN A
BARTOL	PHENOBARBITAL
TRIALODINE	TRAZODONE
MOXIFLOXACIN HCL	MOXIFLOXACIN
1,1'-SULFONYLBIS[4-AMINOBENZENE]	DAPSONE
THIMETHAPHAN	TRIMETHAPHAN
ALGOFREN	IBUPROFEN
N-(N-(N-GLYCYLGLYCYL)GLYCYL)-8-L-LYSINEVASOPRESSIN	TERLIPRESSIN
GLYCERYLGUAIACOLATE CARBAMATE	METHOCARBAMOL
ADOMAL	DIFLUNISAL
OXYNORM	OXYCODONE
RONDAR	OXAZEPAM
CARBETOCINUM [INN-LATIN]	CARBETOCIN
GAMOPHEN	HEXACHLOROPHENE
CLOFIBRATE	CLOFIBRATE
FUROZOLIDINE	FURAZOLIDONE
CLOFIBRATO	CLOFIBRATE
LONAMIN	PHENTERMINE
AMIKACIN BASE	AMIKACIN
RESERPINENE	RESCINNAMINE
DIULO	METOLAZONE
LABETALOL HYDROCHLORIDE	LABETALOL
GLUTAMICOL	L-GLUTAMIC ACID
SB-75	CETRORELIX
URIZEPT	NITROFURANTOIN
PARAGYLINE	PARGYLINE
D-ARTHIN	ERGOCALCIFEROL
BETACARD	ATENOLOL
OLIN KID	AMPICILLIN
AZIDE	CHLOROTHIAZIDE
LYCOREMIN	GALANTAMINE
VISIPAQUE 320	IODIXANOL
OCU-CHLOR OPHTHALMIC SOLUTION	CHLORAMPHENICOL
CRISTERONA MB	DIHYDROTESTOSTERONE
BUTALIDON	PHENYLBUTAZONE
FEVARIN	FLUVOXAMINE
BETABLOK	ATENOLOL
PHENYRIT	PHENACEMIDE
NEOBRUFEN	IBUPROFEN
PROTHIURONE	PROPYLTHIOURACIL
LOVENOX HP	ENOXAPARIN
MEPHADRYL	DIPHENHYDRAMINE
NILSEC	OMEPRAZOLE
SVR	SURAMIN
CHLORADIAZEPOXIDE	CHLORDIAZEPOXIDE
BETA,BETA-DIMETHYLCYSTEINE	PENICILLAMINE
ACETYLCHOLINE CHLORIDE	ACETYLCHOLINE
DIGNOKONSTANT	NIFEDIPINE
NUTROPIN (GENENTECH INC.)	SOMATROPIN RECOMBINANT
NOVANTRON	MITOXANTRONE
LAEVOTHYROXINUM	LEVOTHYROXINE
METHYLPREDNISOLONE	METHYLPREDNISOLONE
ETIOCIDAN	ETHIONAMIDE
MYLERAN	BUSULFAN
DEXATRIM	PHENYLPROPANOLAMINE
CINNASIL	RESCINNAMINE
ENANTONE	LEUPROLIDE
3-ALPHA,7-BETA-DIHYDROXY-5-BETA-CHOLANOIC ACID	URSODEOXYCHOLIC ACID
TERBIFOAM	TERBINAFINE
CORTOLOTION	HYDROCORTISONE
OMEBETA 20	OMEPRAZOLE
2-SULFANILAMIDOPYRIDIN	SULFAPYRIDINE
ENERIL	ACETAMINOPHEN
MIANSERINA [INN-SPANISH]	MIANSERIN
RESCIDAN	RESCINNAMINE
NAFARELIN ACETATE	NAFARELIN
STERANE	PREDNISOLONE
HUMANIZED ANTICD25	DACLIZUMAB
FLOTAVID	OFLOXACIN
CHLOROQUINIUM	CHLOROQUINE
REGORAFENIB	REGORAFENIB
COLOPIRIL	MEPENZOLATE
FIUROX AEROSOL POWDER	FURAZOLIDONE
ADAPRESS	NIFEDIPINE
AYERCILLIN	PENICILLIN G
LAMBRIL	TOLAZOLINE
SOLOMET	METHYLPREDNISOLONE
ORACEF	CEPHALEXIN
PHENOXYBENZAMINUM [INN-LATIN]	PHENOXYBENZAMINE
ORACEA	DOXYCYCLINE
(16	ESTRIOL
CARBELAN	CARBAMAZEPINE
DILATRATE-SR	ISOSORBIDE DINITRATE
BIOFURACINA	NITROFURAZONE
CORT-DOME	HYDROCORTISONE
TACTARAN	CHLORPROTHIXENE
DEPO-CLINOVIR	MEDROXYPROGESTERONE
PIPOBROMAN	PIPOBROMAN
CELANEX	LINDANE
DELORMETAZEPAM	LORAZEPAM
HISTAFED	METHAPYRILENE
LORABENZ	LORAZEPAM
GLUTETIMID	GLUTETHIMIDE
4-(DIISOPROPYLAMINO)-2,2-DIPHENYLBUTYRAMIDE METHIODIDE	ISOPROPAMIDE
LERTUS	KETOPROFEN
VERTIX	FLUNARIZINE
SABRILAN	VIGABATRIN
EVOLTRA	CLOFARABINE
GAMMAPHOS	AMIFOSTINE
BETANIS	MIRABEGRON
DESFLURANO [INN-SPANISH]	DESFLURANE
SUMIAL	PROPRANOLOL
HEPARLIPON	LIPOIC ACID
ORUDIS	KETOPROFEN
ENTOCORT EC	BUDESONIDE
ORTHO-NOVUM 7 7 7	NORETHINDRONE
ULCUDEXTER	METHANTHELINE
DEXAFARMA	DEXAMETHASONE
STREPTOZONE	SULFANILAMIDE
DELAXIN	METHOCARBAMOL
METHIONYL-INTERFERON-CONSENSUS	INTERFERON ALFACON-1
COSYLAN	DEXTROMETHORPHAN
TRECATOR-SC	ETHIONAMIDE
ALTILEV	NORTRIPTYLINE
MAMALEXIN	CEPHALEXIN
TRIMETHOPRIM	TRIMETHOPRIM
TRICHLORMETHIAZID	TRICHLORMETHIAZIDE
CLINORIL	SULINDAC
BAJATEN	INDAPAMIDE
APOMORPHINE HYDROCHLORIDE HEMIHYDRATE	APOMORPHINE
AQUANIL	TIMOLOL
CORLUX	MIFEPRISTONE
DESEROL	BROMODIPHENHYDRAMINE
K-JECT	PHYTONADIONE
FLAVOXATE HCI	FLAVOXATE
FLAVOXATE HCL	FLAVOXATE
HOMATROMIDE	HOMATROPINE METHYLBROMIDE
FORMULEX	DICYCLOMINE
ADONAL	PHENOBARBITAL
ANTI-ETHYL	DISULFIRAM
PREZAL	LANSOPRAZOLE
MULTIFUGE	PIPERAZINE
NLF	NELFINAVIR
AMBLOSIN	AMPICILLIN
ESKABARB	PHENOBARBITAL
TENUTEX	DISULFIRAM
TRIPELLENAMINE	TRIPELENNAMINE
URITAS	ALLOPURINOL
ERGOSTEROL ACTIVATED	ERGOCALCIFEROL
QUETIAPINE FUMARATE	QUETIAPINE
9-CIS-RETINOIC ACID	ALITRETINOIN
ACIGOXIN	ACETYLDIGITOXIN
ESKACILLIN V	PENICILLIN V
ENALAPRIL	ENALAPRIL
TROSPIUM	TROSPIUM
THIORIDAZINE HYDROCHLORIDE	THIORIDAZINE
AETHAMBUTOLUM	ETHAMBUTOL
NIRVONAL	PHENOBARBITAL
LOMUSTINA [INN-SPANISH]	LOMUSTINE
PRO-VENT	THEOPHYLLINE
PAREXYL	GALLAMINE TRIETHIODIDE
FEMPROPAZINE	ETHOPROPAZINE
BAYER EXTRA STRENGTH ASPIRIN FOR MIGRAINE PAIN	ACETYLSALICYLIC ACID
CEFTAZIDIME	CEFTAZIDIME
BALSALAZIDE DISODIUM	BALSALAZIDE
MODALINA	TRIFLUOPERAZINE
L-CARNITINE	L-CARNITINE
THEAL TABLETS	THEOPHYLLINE
MEDLONE 21	METHYLPREDNISOLONE
STERI-STAT	CHLORHEXIDINE
PYRIBENZAMINE	TRIPELENNAMINE
GLUTATHIMID	GLUTETHIMIDE
NALCROM	CROMOGLICIC ACID
LINCOMYCINE	LINCOMYCIN
STESOLIN	DIAZEPAM
STESOLID	DIAZEPAM
PROVITAMINE	CHOLECALCIFEROL
HEXADROL	DEXAMETHASONE
RIFOLDINE	RIFAMPIN
DOHYFRAL A	VITAMIN A
TACEPAM	OXAZEPAM
VETKALM	DROPERIDOL
BUTAPIRONE	OXYPHENBUTAZONE
KALIUM RETARD	POTASSIUM CHLORIDE
LIPOMID	CLOFIBRATE
L-PHENYLALANINE MUSTARD	MELPHALAN
I-PRED	PREDNISOLONE
THEODROX	AMINOPHYLLINE
BENDROFLUMETHIAZIDUM [INN-LATIN]	BENDROFLUMETHIAZIDE
TERRAMYCIN	OXYTETRACYCLINE
PERFOAM	PERMETHRIN
GIARDIL	FURAZOLIDONE
NELOVA	NORETHINDRONE
IODOCHLOROHYDROXYQUINOLINE	CLIOQUINOL
ETHYLTHIOPERAZINE	THIETHYLPERAZINE
PHENAPHEN	ACETAMINOPHEN
MITRONAL	CINNARIZINE
ACIPHEX	RABEPRAZOLE
FARNORMIN	ATENOLOL
CICLIBION	TETRACYCLINE
D-THYROXINE	DEXTROTHYROXINE
SALURAL	BENDROFLUMETHIAZIDE
APRINIDINE	APRINDINE
MYSTECLIN-F	AMPHOTERICIN B
ALPINYL	ACETAMINOPHEN
EVRONAL	SECOBARBITAL
ZARONTIN	ETHOSUXIMIDE
NUPRIN	IBUPROFEN
ALPRENOLOL	ALPRENOLOL
TIAPROFENSAEURE	TIAPROFENIC ACID
ULTRACORTEN	PREDNISONE
NEO-VASOPHYLLINE	DYPHYLLINE
FLUORFENAZINE	FLUPHENAZINE
KESSODANTEN	PHENYTOIN
ENCORTON	PREDNISONE
OXYCODON	OXYCODONE
ANAPROX	NAPROXEN
ACIDE PAMIDRONIQUE [INN-FRENCH]	PAMIDRONATE
ILSATEC	LANSOPRAZOLE
PENGLOBE	BACAMPICILLIN
ESKETAMINE	KETAMINE
SULPHAMETHIZOLE	SULFAMETHIZOLE
DELIX	RAMIPRIL
ATSEMIN	AMINOCAPROIC ACID
MECLOPHENAMIC ACID	MECLOFENAMIC ACID
D-SPARTEINE	SPARTEINE
URF	FLUOROURACIL
GENAHIST	DIPHENHYDRAMINE
TOLMETINE [INN-FRENCH]	TOLMETIN
NEROBOLIL	NANDROLONE PHENPROPIONATE
ACIDE ACETYLSALICYLIQUE (FRENCH)	ACETYLSALICYLIC ACID
STILLACOR	DIGOXIN
CLARINEX REDITABS	DESLORATADINE
2-(3-(TRIFLUOROMETHYL)-PHENYL)AMINONICOTINIC ACID	NIFLUMIC ACID
INDO-RECTOLMIN	INDOMETHACIN
SCABENE	LINDANE
MONOCLONAL ANTIBODY 2C4	PERTUZUMAB
AMINOCAPROIC ACID	AMINOCAPROIC ACID
IBUTILIDE FUMARATE	IBUTILIDE
DEBRISOQUINA [INN-SPANISH]	DEBRISOQUIN
DEZONE	DEXAMETHASONE
LABETOLOL	LABETALOL
ALCOHOL, DILUTED	ETHANOL
FLUCYTOSINE	FLUCYTOSINE
ENALAPRILUM [INN-LATIN]	ENALAPRIL
CLOBETASOL PROPIONATE [USAN:JAN]	CLOBETASOL
PRIAZIMIDE	ISOPROPAMIDE
METYSOLON	METHYLPREDNISOLONE
METHYLPHENIDATE	METHYLPHENIDATE
ELITEK (SANOFI-SYNTHELABO INC)	RASBURICASE
GEN-FIBRO	GEMFIBROZIL
CARBANILIC ACID, M,N-DIMETHYLTHIO-, O-2-NAPHTHYL ESTER	TOLNAFTATE
COZAAR	LOSARTAN
DETICENE	DACARBAZINE
CHLORMEZANONUM [INN-LATIN]	CHLORMEZANONE
PROGESTASERT	PROGESTERONE
DINITROSORBIDE	ISOSORBIDE DINITRATE
SULFEX	SULFACETAMIDE
EPIKUR	MEPROBAMATE
PANAVIR	PROBUCOL
PEGINESATIDE	PEGINESATIDE
H-CORT	HYDROCORTISONE
ALPHADROL	PREDNISOLONE
DEXTROMETORPHAN	DEXTROMETHORPHAN
ATENI	ATENOLOL
STILKAP	DIETHYLSTILBESTROL
CAMPTOTHECIN-11	IRINOTECAN
OSPEN	PENICILLIN V
NEUROCIL	METHOTRIMEPRAZINE
AZILSARTAN TAK-536	AZILSARTAN MEDOXOMIL
NIAMID	NIALAMIDE
METHILAZINE HYDROCHLORIDE	METHDILAZINE
MENTA-BAL	METHYLPHENOBARBITAL
MICRONEFRIN	EPINEPHRINE
VAFLOL	VITAMIN A
ELAFAX	VENLAFAXINE
ETHYNYLMORTESTOSTERONE	NORETHINDRONE
MORESTIN	CONJUGATED ESTROGENS
AMPHENICOL	CHLORAMPHENICOL
METENARIN	METHYLERGONOVINE
DECADRON-LA	DEXAMETHASONE
TAZICEF	CEFTAZIDIME
ISOCOTIN	ISONIAZID
CHLORPROTHIXINE	CHLORPROTHIXENE
AMLODIPINO [SPANISH]	AMLODIPINE
LUBIPROSTONE	LUBIPROSTONE
SPIRONE	SPIRONOLACTONE
ALONIX S	NIFEDIPINE
PRIMOSEPT	TRIMETHOPRIM
TENARON	MELOXICAM
ORAMORPH SR	MORPHINE
PROPRANOLOL HYDROCHLORIDE	PROPRANOLOL
NAPROSINE	NAPROXEN
CALCIUM CARBONATE	CALCIUM CARBONATE
ELOPRAM	CITALOPRAM
INDACIN	INDOMETHACIN
FERATAB	IRON
5-NITROKS	NITROXOLINE
ELTOR 120	PSEUDOEPHEDRINE
ETODOLIC ACID	ETODOLAC
PDGF B-CHAIN	BECAPLERMIN
ZIDAFIMIA	ISONIAZID
PHOSPHOMYCIN	FOSFOMYCIN
OXIURAN	GENTIAN VIOLET
MALATHION 60	MALATHION
PARSIDAN	ETHOPROPAZINE
PROZAC	FLUOXETINE
ADIPOGENESIS INHIBITORY FACTOR	OPRELVEKIN
PRAMIPEXOLE	PRAMIPEXOLE
DIDRONEL IV	ETIDRONIC ACID
CLORAMICOL	CHLORAMPHENICOL
THEONA P	THEOPHYLLINE
CATAPRESAN	CLONIDINE
FLUORESCEIN ACID	FLUORESCEIN
BALNEOL-HC	HYDROCORTISONE
EXOSEPTOPLIX	SULFANILAMIDE
SERVITENOL	ATENOLOL
HYFLAVIN	RIBOFLAVIN
SHOULDERS INTENSIVE TREATMENT 2 IN 1 (PERSISTENT DANDRUFF SHAMPOO PLUS CONDITIONER IN ONE) FORMULA D	SELENIUM SULFIDE
1-PHENYL-2-AMINOPROPANE	AMPHETAMINE
METHERGEN	METHYLERGONOVINE
MZM	METHAZOLAMIDE
CELAPRAM	CITALOPRAM
HYDRALAZINE	HYDRALAZINE
TACRYL	METHDILAZINE
CHOLINE THEOPHYLLINATE	OXTRIPHYLLINE
OMNIPEN	AMPICILLIN
ISOFLURANUM [INN-LATIN]	ISOFLURANE
FENILBUTINE	PHENYLBUTAZONE
ANTIPYRINE	ANTIPYRINE
L-XYLOASCORBIC ACID	VITAMIN C
GLYCOSTHENE	GLYCINE
VITRASERT	GANCICLOVIR
CALCIUM CHLORIDE DIHYDRATE	CALCIUM CHLORIDE
SAHA	VORINOSTAT
RESPIL	GUAIFENESIN
PROPOFOL	PROPOFOL
RESPID	THEOPHYLLINE
BROBAMATE	MEPROBAMATE
HEITRIN	TERAZOSIN
LEVOX	LEVOFLOXACIN
ORBEC	BECLOMETASONE DIPROPIONATE
HYDROXYZINE HCL	HYDROXYZINE
OCU-TROPIC	TROPICAMIDE
DAUNORUBICIN HCL	DAUNORUBICIN
DICLOREUM	DICLOFENAC
FURFAN	FUROSEMIDE
ORLEST	NORETHINDRONE
DULOXETINE HYDROCHLORIDE	DULOXETINE
L-ASPARAGINIC ACID	L-ASPARTIC ACID
THELYKININ	ESTRONE
PMPA	TENOFOVIR
ALOPERIDOLO	HALOPERIDOL
ROSUVAST	ROSUVASTATIN
PROPULSIN	CISAPRIDE
PROPULSID	CISAPRIDE
(R)-1,2,3,4-TETRAHYDRO-2-METHYL-4-PHENYL-8-ISOQUINOLINAMINE	NOMIFENSINE
URSOCHOL	URSODEOXYCHOLIC ACID
PANCREASE (ORTHO-MCNEIL)	PANCRELIPASE
AFRIN EXTRA MOISTURIZING 12 HOUR NASAL SPRAY	OXYMETAZOLINE
TANDACOTE	OXYPHENBUTAZONE
NOVORESERPINE	RESERPINE
UTROGESTAN	PROGESTERONE
MENZOL	NORETHINDRONE
CELASKON	VITAMIN C
PREDNISONE INTENSOL	PREDNISONE
PROHANCE	GADOTERIDOL
RATIODOLOR	IBUPROFEN
E-2007	PERAMPANEL
LEFLUNOMIDUM [INN-LATIN]	LEFLUNOMIDE
PROMETHAZINE HCL	PROMETHAZINE
HARNAL	TAMSULOSIN
MINOCICLINA [INN-SPANISH]	MINOCYCLINE
LINFOLYSIN	CHLORAMBUCIL
DOXAPRAM HYDROCHLORIDE	DOXAPRAM
TROVAFLOXACIN MESYLATE	TROVAFLOXACIN
CS-747	PRASUGREL
RANI-BASF	RANITIDINE
WATER, 70%	ETHANOL
TSIKLOMISTSIN	TETRACYCLINE
ANTI-TUSS	GUAIFENESIN
ROXATIDINA	ROXATIDINE ACETATE
FESOTERODINE	FESOTERODINE
ROXATIDINE	ROXATIDINE ACETATE
TING ANTIFUNGAL SPRAY POWDER	TOLNAFTATE
WARFARINE	WARFARIN
OPHTHALMADINE	IDOXURIDINE
ANUSPIRAMIN	PHENYLBUTAZONE
DESGLUCOLANATOSIDE A	ACETYLDIGITOXIN
ALINAM	CHLORMEZANONE
CYMETHION	L-METHIONINE
CAMOQUINE	AMODIAQUINE
MABLIN	BUSULFAN
SEDUXEN	DIAZEPAM
DOPALINA	LEVODOPA
ULPAX	LANSOPRAZOLE
LEVOSULPIRIDUM [INN-LATIN]	SULPIRIDE
DIHIDROERGOTAMINA [INN-SPANISH]	DIHYDROERGOTAMINE
ALDACTIDE	SPIRONOLACTONE
IBUDILAST [INN:JAN]	IBUDILAST
METHYL VIOLET 10BN	GENTIAN VIOLET
METHYL VIOLET 10BK	GENTIAN VIOLET
METHYL VIOLET 10BD	GENTIAN VIOLET
STILBOEFRAL	DIETHYLSTILBESTROL
HOSTACORTIN H	PREDNISOLONE
ABAPRESIN	GUANETHIDINE
FOUGERA	TRIAMCINOLONE
BUTONE	PHENYLBUTAZONE
ISOQUINOLINE ALKALOID	TUBOCURARINE
LARGACTIL	CHLORPROMAZINE
DES	DIETHYLSTILBESTROL
AMODIAQUINE HYDROCHLORIDE	AMODIAQUINE
USAF GE-13	SULFINPYRAZONE
USAF GE-12	DIPYRIDAMOLE
DEL	METOCLOPRAMIDE
USAF GE-14	OXYPHENBUTAZONE
CALMADIN	MEPROBAMATE
LEUCOMAX (NOVARTIS)	SARGRAMOSTIM
VALGRAINE	THALIDOMIDE
P-AMINOPHENYLSULFONAMIDE	SULFANILAMIDE
GIGANTEN	CINNARIZINE
XENALON	SPIRONOLACTONE
CHLORESENE	LINDANE
LESTEROL	PROBUCOL
TEOFEN	DYPHYLLINE
TMC-114	DARUNAVIR
ALLOZYM	ALLOPURINOL
RANITIDIN-ISIS	RANITIDINE
PRO ULCO	LANSOPRAZOLE
ALDALIX	FUROSEMIDE
CEFACLOR	CEFACLOR
FRADIOMYCIN SULFATE	NEOMYCIN
DYMAZONE	NITROFURAZONE
CICLOPIROXOLAMINE	CICLOPIROX
DYPAP	ACETAMINOPHEN
HYDRORETROCORTINE	PREDNISOLONE
VINCALEUCOBLASTINE	VINBLASTINE
ACS	AMINOCAPROIC ACID
DURAMIST PLUS UP TO 12 HOUR NASAL DECONGESTANT SPRAY	OXYMETAZOLINE
PHENSUXIMIDE [BAN:INN]	PHENSUXIMIDE
IDOXURIDINE	IDOXURIDINE
SULFATHALIDINE	ANILERIDINE
ANDROSTANOLONE	DIHYDROTESTOSTERONE
CARBONYL](PYRIDIN-2-YL)AMINO]	DABIGATRAN ETEXILATE
